sname_0,name_1,mother_2,birthday_3,birthmonth_4,birthdate_5,matgroup_6,currentgroup_7,sex_8,birthyear_9,mom_10,dad_11,father_12,conceptiondate_13,concepday_14,conceptmonth_15,conceptyear_16,momgrp_17,dadgrp_18
LUX,LUXIN   ,Lido    ,1,JAN,01/01/2004,Weaver's ,Acacia's ,Female  ,2004,LID,VEI,Veil    ,29/06/2003,29,JUN,2003,2.2,2.2
RHU,RHUS    ,Vortex  ,2,JAN,02/01/2004,Viola's  ,unknown  ,Female  ,2004,VOR,WES,West    ,03/07/2003,3,JUL,2003,1.22,1.22
WAH,WAHOO   ,Wheatear,6,JAN,06/01/2004,Weaver's ,unknown  ,Male    ,2004,WHE,VEI,Veil    ,21/07/2003,21,JUL,2003,2.2,2.2
AZA,AZANIA  ,Acacia  ,11,JAN,11/01/2004,Omo's    ,unknown  ,Female  ,2004,ACA,unknown, ------,20/07/2003,20,JUL,2003,1.21,unknown
NOJ,NOJO    ,Nairabala,21,JAN,21/01/2004,Laza's   ,unknown  ,Male    ,2004,NAI,KRA,Kramer  ,01/08/2003,1,AUG,2003,2.1,2.1
LUO,LUO     ,Limau   ,17,FEB,17/02/2004,Weaver's ,unknown  ,Male    ,2004,LIM,VIP,Vipi    ,20/08/2003,20,AUG,2003,2.2,2.2
GIB,GIBBS   ,unknown ,26,FEB,26/02/2004,immigrant,unknown  ,Male    ,2004,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
LIQ,LIQUOR  ,Luna    ,5,MAR,05/03/2004,Weaver's ,unknown  ,Female  ,2004,LUN,unknown, ------,04/09/2003,4,SEP,2003,2.2,unknown
EAS,EAST    ,Viola   ,4,APR,04/04/2004,Viola's  ,unknown  ,Female  ,2004,VIO,WES,West    ,11/10/2003,11,OCT,2003,1.22,1.22
BOL,BOLT    ,unknown ,5,APR,05/04/2004,immigrant,unknown  ,Male    ,2004,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
TUR,TURUH   ,Vet     ,10,APR,10/04/2004,Viola's  ,unknown  ,Female  ,2004,VET,unknown, ------,08/10/2003,8,OCT,2003,1.22,unknown
WUM,WUMBA   ,Wendy   ,29,APR,20/04/2004,Weaver's ,unknown  ,Female  ,2004,WEN,VIP,Vipi    ,27/10/2003,27,OCT,2003,2.2,2.2
AGU,AGUERO  ,unknown ,28,APR,28/04/2004,immigrant,unknown  ,Male    ,2004,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
GLE,GLEN    ,unknown ,28,MAY,28/05/2004,immigrant,unknown  ,Male    ,2004,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
CLI,CLIFFORD,Cheka   ,17,JUN,17/06/2004,Nyayo's  ,unknown  ,Male    ,2004,CHE,unknown, ------,18/12/2003,18,DEC,2003,1.1,unknown
LIT,LITTLE  ,Ladha   ,23,JUL,23/07/2004,Laza's   ,unknown  ,Female  ,2004,LAD,KRA,Kramer  ,24/01/2004,24,JAN,2004,2.1,2.1
PEC,PECAN   ,Pebbles ,24,AUG,24/08/2004,Weaver's ,unknown  ,Male    ,2004,PEB,ISR,Israel  ,28/02/2004,28,FEB,2004,2.2,2.2
WOK,WOKE    ,Weaver  ,27,AUG,27/08/2004,Weaver's ,unknown  ,Male    ,2004,WEA,DEA,Deal    ,29/02/2004,29,FEB,2004,2.2,2.2
HAD,HADLEY  ,Hymn    ,28,AUG,28/08/2004,Nyayo's  ,unknown  ,Male    ,2004,HYM,REX,Rex     ,07/03/2004,7,MAR,2004,1.1,1.1
COS,COSMO   ,Cabana  ,2,SEP,02/09/2004,Nyayo's  ,unknown  ,Male    ,2004,CAB,OBR,Obrien  ,07/03/2004,7,MAR,2004,1.1,1.1
U04,UNKNOWN4,unknown ,4,SEP,04/09/2004,immigrant,unknown  ,Male    ,2004,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
U05,UNKNOWN5,unknown ,4,SEP,04/09/2004,immigrant,unknown  ,Male    ,2004,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
COT,COTTON  ,Cairo   ,13,SEP,13/09/2004,Nyayo's  ,unknown  ,Male    ,2004,CAI,TAL,Talbot  ,19/03/2004,19,MAR,2004,1.1,1.1
LAH,LAHAI   ,Lollipop,16,SEP,16/09/2004,Laza's   ,unknown  ,Female  ,2004,LOL,SAW,Sawa    ,19/03/2004,19,MAR,2004,2.1,2.1
MAE,MAERUA  ,Mystery ,16,SEP,16/09/2004,Laza's   ,unknown  ,Male    ,2004,MYS,unknown, ------,20/03/2004,20,MAR,2004,2.1,unknown
VEB,VEBLEN  ,Vain    ,17,SEP,17/09/2004,Viola's  ,unknown  ,Male    ,2004,VAI,WES,West    ,25/03/2004,25,MAR,2004,1.22,1.22
VAG,VAGA    ,Vow     ,23,SEP,23/09/2004,Viola's  ,unknown  ,Female  ,2004,VOW,unknown, ------,09/04/2004,9,APR,2004,1.22,unknown
SEE,SEESAW  ,Serah   ,27,SEP,27/09/2004,Nyayo's  ,unknown  ,Male    ,2004,SER,DEP,Depot   ,04/04/2004,4,APR,2004,1.1,1.1
LIF,LIFE    ,Lizzy   ,3,OCT,03/10/2004,Weaver's ,unknown  ,Female  ,2004,LIZ,unknown, ------,07/04/2004,7,APR,2004,2.2,unknown
NEM,NEMA    ,Nutty   ,6,OCT,06/10/2004,Nyayo's  ,unknown  ,Female  ,2004,NUT,unknown, ------,29/03/2004,29,MAR,2004,1.1,unknown
VOU,VOUCH   ,Vogue   ,9,OCT,09/10/2004,Viola's  ,unknown  ,Male    ,2004,VOG,AMO,Amok    ,10/04/2004,10,APR,2004,1.22,1.22
LIK,LIKE    ,Lassoi  ,11,OCT,11/10/2004,Weaver's ,unknown  ,Female  ,2004,LAS,unknown, ------,07/04/2004,7,APR,2004,2.2,unknown
PAA,PAA     ,Poker   ,21,OCT,21/10/2004,Weaver's ,unknown  ,Male    ,2004,POK,unknown, ------,20/04/2004,20,APR,2004,2.2,unknown
NIA,NIABI   ,Nobel   ,24,OCT,24/10/2004,Laza's   ,unknown  ,Male    ,2004,NOB,unknown, ------,04/05/2004,4,MAY,2004,2.1,unknown
SEL,SELMA   ,Scenic  ,24,OCT,24/10/2004,Nyayo's  ,unknown  ,Female  ,2004,SCE,unknown, ------,18/04/2004,18,APR,2004,1.1,unknown
WER,WERE    ,Wire    ,25,OCT,25/10/2004,Weaver's ,unknown  ,Male    ,2004,WIR,ISR,Israel  ,27/04/2004,27,APR,2004,2.2,2.2
CAC,CACAO   ,Locust  ,28,OCT,28/10/2004,Weaver's ,unknown  ,Female  ,2004,LOC,VEI,Veil    ,26/04/2004,26,APR,2004,2.2,2.2
NAH,NAHUM   ,Nap     ,5,NOV,05/11/2004,Laza's   ,unknown  ,Male    ,2004,NAP,unknown, ------,11/05/2004,11,MAY,2004,2.1,unknown
DEK,DEKEZA  ,Dunlin  ,5,NOV,05/11/2004,Viola's  ,unknown  ,Male    ,2004,DUN,unknown, ------,16/05/2004,16,MAY,2004,1.22,unknown
REI,REINDEER,Vote    ,10,NOV,10/11/2004,Viola's  ,unknown  ,Male    ,2004,VOT,unknown, ------,13/05/2004,13,MAY,2004,1.22,unknown
HIV,HIVE    ,Honey   ,18,NOV,18/11/2004,Nyayo's  ,unknown  ,Female  ,2004,HON,TAL,Talbot  ,25/05/2004,25,MAY,2004,1.1,1.1
DEV,DEVICE  ,Dudu    ,28,NOV,28/11/2004,Nyayo's  ,unknown  ,Female  ,2004,DUD,unknown, ------,02/06/2004,2,JUN,2004,1.1,unknown
YOU,YOUNG   ,unknown ,28,NOV,28/11/2004,immigrant,unknown  ,Male    ,2004,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
MOU,MOUSTIC ,Hammer  ,1,DEC,01/12/2004,Nyayo's  ,unknown  ,Male    ,2004,HAM,unknown, ------,09/06/2004,9,JUN,2004,1.1,unknown
FIW,FIWI    ,Fax     ,5,DEC,05/12/2004,Nyayo's  ,unknown  ,Male    ,2004,FAX,KER,Kernel  ,08/06/2004,8,JUN,2004,1.1,1.1
DED,DEDE    ,Dux     ,12,DEC,12/12/2004,Nyayo's  ,unknown  ,Female  ,2004,DUX,KER,Kernel  ,12/06/2004,12,JUN,2004,1.1,1.1
LEC,LECTOR  ,Laza    ,15,DEC,15/12/2004,Weaver's ,unknown  ,Male    ,2004,LAZ,ISR,Israel  ,18/06/2004,18,JUN,2004,2.2,2.2
NOS,NOSTRA  ,Nike    ,27,JAN,27/01/2005,Nyayo's  ,unknown  ,Male    ,2005,NIK,EBA,Ebay    ,05/08/2004,5,AUG,2004,1.1,1.1
ETH,ETHIOPIA,Velcro  ,27,JAN,27/01/2005,Viola's  ,unknown  ,Female  ,2005,VEL,unknown, ------,07/08/2004,7,AUG,2004,1.22,unknown
WEG,WEGNER  ,Wobble  ,3,FEB,03/02/2005,Weaver's ,unknown  ,Male    ,2005,WOB,unknown, ------,04/08/2004,4,AUG,2004,2.2,unknown
OLE,OLE     ,unknown ,3,FEB,03/02/2005,Ositeti  ,unknown  ,Male    ,2005,unknown,unknown, ------,unknown,DD,MMM,YYYY,unknown,unknown
WOE,WOE     ,Wiper   ,3,MAR,03/03/2005,Laza's   ,unknown  ,Male    ,2005,WIP,KRA,Kramer  ,04/09/2004,4,SEP,2004,2.1,2.1
VEH,VEHICLE ,Vex     ,12,MAR,12/03/2005,Viola's  ,unknown  ,Male    ,2005,VEX,LOF,Lofty   ,07/09/2004,7,SEP,2004,1.22,1.22
ABD,ABDI    ,Abby    ,15,MAR,15/03/2005,Omo's    ,unknown  ,Male    ,2005,ABB,NAW,Nawa    ,20/09/2004,20,SEP,2004,1.21,1.21
OMY,OMYT    ,Offer   ,8,APR,08/04/2005,Omo's    ,unknown  ,Male    ,2005,OFR,unknown, ------,03/10/2004,3,OCT,2004,1.21,unknown
TUS,TUSKER  ,Vet     ,25,APR,25/04/2005,Viola's  ,Narasha's,Male    ,2005,VET,WES,West    ,21/10/2004,21,OCT,2004,1.22,1.22
HYP,HYPER   ,Humble  ,3,MAY,03/05/2005,Nyayo's  ,unknown  ,Female  ,2005,HUM,unknown, ------,28/10/2004,28,OCT,2004,1.1,unknown
BAT,BATA    ,Holland ,4,MAY,04/05/2005,Nyayo's  ,unknown  ,Female  ,2005,HOL,REX,Rex     ,30/10/2004,30,OCT,2004,1.1,1.1
ETO,ETO     ,Echo    ,19,MAY,19/05/2005,Omo's    ,unknown  ,Male    ,2005,ECH,ZIB,Zibet   ,28/11/2004,28,NOV,2004,1.21,1.21
NAG,NAG     ,Nap     ,26,JUN,26/06/2005,Laza's   ,unknown  ,Male    ,2005,NAP,KRA,Kramer  ,28/12/2004,28,DEC,2004,2.1,2.1
OAS,OASIS   ,Orion   ,10,JUL,10/07/2005,Omo's    ,Acacia's ,Female  ,2005,ORI,VAP,Vapour  ,08/01/2005,8,JAN,2005,1.21,1.21
KIV,KIVULI  ,Kola    ,17,JUL,17/07/2005,Weaver's ,unknown  ,Male    ,2005,KOL,DUB,Dubu    ,18/01/2005,18,JAN,2005,2.2,2.2
KIP,KIPAJI  ,Kiwi    ,21,JUL,21/07/2005,Weaver's ,unknown  ,Male    ,2005,KIW,VEI,Veil    ,19/01/2005,19,JAN,2005,2.2,2.2
FUS,FUSO    ,Face    ,1,AUG,01/08/2005,Nyayo's  ,unknown  ,Male    ,2005,FAC,unknown, ------,01/02/2005,1,FEB,2005,1.1,unknown
YUG,YUGO    ,Yogi    ,6,AUG,06/08/2005,Viola's  ,unknown  ,Female  ,2005,YOG,LOF,Lofty   ,05/02/2005,5,FEB,2005,1.22,1.22
LUS,LUSAKA  ,Lyena   ,6,AUG,06/08/2005,Weaver's ,unknown  ,Male    ,2005,LYE,DUB,Dubu    ,06/02/2005,6,FEB,2005,2.2,2.2
NOP,NOPE    ,Nobel   ,10,AUG,10/08/2005,Laza's   ,unknown  ,Male    ,2005,NOB,MOR,Morris  ,15/02/2005,15,FEB,2005,2.1,2.1
DIP,DIPSTICK,Duiker  ,14,AUG,14/08/2005,Omo's    ,unknown  ,Male    ,2005,DUI,LUI,Luigi   ,14/02/2005,14,FEB,2005,1.21,1.21
AQU,AQUA    ,Lava    ,15,AUG,15/08/2005,Weaver's ,unknown  ,Male    ,2005,LAV,VOY,Voyage  ,18/02/2005,18,FEB,2005,2.2,2.2
DRI,DRILL   ,Dunlin  ,16,AUG,16/08/2005,Viola's  ,unknown  ,Female  ,2005,DUN,GAN,Ganja   ,17/02/2005,17,FEB,2005,1.22,1.22
WOZ,WOZO    ,Wheatear,31,AUG,31/08/2005,Weaver's ,unknown  ,Female  ,2005,WHE,VOY,Voyage  ,14/03/2005,14,MAR,2005,2.2,2.2
YIP,YIPPY   ,Vinyl   ,3,SEP,03/09/2005,Viola's  ,unknown  ,Male    ,2005,VIN,QUA,Quasi   ,03/03/2005,3,MAR,2005,1.22,1.22
KOM,KOMBO   ,Kelly   ,9,SEP,09/09/2005,Weaver's ,Yoda's     ,Male    ,2005,KEL,VOY,Voyage  ,08/03/2005,8,MAR,2005,2.2,2.2
ARU,ARUGULA ,unknown ,10,SEP,10/09/2005,immigrant,unknown  ,Male    ,2005,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
WEI,WEIGHT  ,Wasp    ,27,SEP,27/09/2005,Laza's   ,unknown  ,Female  ,2005,WAS,ARS,Arsenal ,26/03/2005,26,MAR,2005,2.1,2.1
SAS,SASA    ,Sorghum ,1,OCT,01/10/2005,Nyayo's  ,unknown  ,Male    ,2005,SOR,EBA,Ebay    ,31/03/2005,31,MAR,2005,1.1,1.1
POE,POEM    ,Poker   ,5,OCT,05/10/2005,Weaver's ,unknown  ,Female  ,2005,POK,unknown, ------,01/04/2005,1,APR,2005,2.2,unknown
YAY,YAYA    ,Vaa     ,6,OCT,06/10/2005,Viola's  ,unknown  ,Female  ,2005,VAA,QUA,Quasi   ,01/04/2005,1,APR,2005,1.22,1.22
VIU,VIUNGO  ,Viva    ,25,OCT,25/10/2005,Viola's  ,unknown  ,Female  ,2005,VIV,unknown, ------,22/04/2005,22,APR,2005,1.22,unknown
SMA,SMALLING,unknown ,27,OCT,27/10/2005,immigrant,Hokey's  ,Male    ,2005,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
WAM,WAMBU   ,Wendy   ,6,NOV,06/11/2005,Weaver's ,unknown  ,Male    ,2005,WEN,ISR,Israel  ,12/05/2005,12,MAY,2005,2.2,2.2
WUT,WUTI    ,Wade    ,7,NOV,07/11/2005,Laza's   ,unknown  ,Male    ,2005,WAD,IDI,Idi     ,08/05/2005,8,MAY,2005,2.1,2.1
RIS,RISPA   ,Vote    ,9,NOV,09/11/2005,Viola's  ,unknown  ,Female  ,2005,VOT,GYP,Gypsy   ,20/05/2005,20,MAY,2005,1.22,1.22
LOK,LOKOP   ,Limau   ,13,NOV,13/11/2005,Weaver's ,unknown  ,Female  ,2005,LIM,VOY,Voyage  ,17/05/2005,17,MAY,2005,2.2,2.2
EDG,EDGY    ,Velcro  ,22,NOV,22/11/2005,Viola's  ,unknown  ,Female  ,2005,VOW,GAN,Ganja   ,01/06/2005,1,JUN,2005,1.22,1.22
ZUR,ZURI    ,Lizzy   ,22,NOV,22/11/2005,Weaver's ,unknown  ,Male    ,2005,LIZ,ELV,Elvis   ,19/05/2005,19,MAY,2005,2.2,2.2
IRI,IRISH   ,Vigor   ,22,NOV,22/11/2005,Viola's  ,unknown  ,Female  ,2005,VIG,GAN,Ganja   ,22/05/2005,22,MAY,2005,1.22,1.22
CYC,CYCLONE ,Cheka   ,25,NOV,25/11/2005,Nyayo's  ,unknown  ,Female  ,2005,CHE,EBA,Ebay    ,29/05/2005,29,MAY,2005,1.1,1.1
MAT,MATILDA ,Mystery ,1,DEC,01/12/2005,Laza's   ,unknown  ,Female  ,2005,MYS,KRA,Kramer  ,10/06/2005,10,JUN,2005,2.1,2.1
MIR,MIRABELLE,Mbegu   ,2,DEC,02/12/2005,Laza's   ,unknown  ,Female  ,2005,MBE,unknown, ------,25/05/2005,25,MAY,2005,2.1,unknown
CON,CONIC   ,Cobra   ,15,DEC,15/12/2005,Nyayo's  ,Hokey's  ,Female  ,2005,COB,ORN,Ornette ,15/06/2005,15,JUN,2005,1.1,1.1
ATL,ATLANTA ,Acacia  ,27,DEC,27/12/2005,Omo's    ,unknown  ,Male    ,2005,ACA,LEB,Lebanon ,03/07/2005,3,JUL,2005,1.21,1.21
WAP,WAPI    ,Weaver  ,27,DEC,27/12/2005,Weaver's ,unknown  ,Male    ,2005,WEA,VOY,Voyage  ,15/07/2005,15,JUL,2005,2.2,2.2
SAG,SAGANA  ,Scenic  ,28,DEC,28/12/2005,Nyayo's  ,unknown  ,Male    ,2005,SCE,BLU,Blue    ,03/07/2005,3,JUL,2005,1.1,1.1
USI,USIN    ,unknown ,28,DEC,28/12/2005,immigrant,unknown  ,Male    ,2005,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
LOA,LOAF    ,Ladha   ,6,JAN,06/01/2006,Laza's   ,unknown  ,Female  ,2006,LAD,TOG,Togo    ,13/07/2005,13,JUL,2005,2.1,2.1
WOG,WOGGLE  ,Wiper   ,10,JAN,10/01/2006,Laza's   ,unknown  ,Male    ,2006,WIP,unknown, ------,17/07/2005,17,JUL,2005,2.1,unknown
LOY,LOYAL   ,Liwaza  ,15,JAN,15/01/2006,Laza's   ,unknown  ,Male    ,2006,LIW,EXO,Exodus  ,19/07/2005,19,JUL,2005,2.1,2.1
LUZ,LUZON   ,Lupe    ,20,JAN,20/01/2006,Weaver's ,Yoda's     ,Male    ,2006,LUP,VEI,Veil    ,19/07/2005,19,JUL,2005,2.2,2.2
WEW,WEWE    ,Wynne   ,1,FEB,01/02/2006,Weaver's ,unknown  ,Female  ,2006,WYN,VOY,Voyage  ,11/08/2005,11,AUG,2005,2.2,2.2
NYI,NYIKA   ,Nutty   ,10,FEB,10/02/2006,Nyayo's  ,unknown  ,Male    ,2006,NUT,unknown, ------,09/08/2005,9,AUG,2005,1.1,unknown
ECL,ECLIPSE ,Vow     ,10,FEB,10/02/2006,Viola's  ,unknown  ,Female  ,2006,VEL,GAN,Ganja   ,18/08/2005,18,AUG,2005,1.22,1.22
LAA,LAA     ,Lancaster,12,FEB,12/02/2006,Laza's   ,unknown  ,Male    ,2006,LAN,HAP,Happy   ,12/08/2005,12,AUG,2005,2.1,2.1
LYS,LYSIS   ,Lassoi  ,27,FEB,27/02/2006,Weaver's ,unknown  ,Female  ,2006,LAS,unknown, ------,30/08/2005,30,AUG,2005,2.2,unknown
EUR,EUROPA  ,Eva     ,28,FEB,28/02/2006,Viola's  ,unknown  ,Female  ,2006,EVA,NJU,Njugu   ,10/09/2005,10,SEP,2005,1.22,1.22
LOW,LOW     ,Lollipop,4,MAR,04/03/2006,Laza's   ,unknown  ,Female  ,2006,LOL,unknown, ------,11/09/2005,11,SEP,2005,2.1,unknown
EKA,EKAI    ,unknown ,7,MAR,07/03/2006,immigrant,unknown  ,Male    ,2006,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
HOF,HOFU    ,Hymn    ,18,MAR,18/03/2006,Nyayo's  ,unknown  ,Male    ,2006,HYM,REX,Rex     ,27/09/2005,27,SEP,2005,1.1,1.1
FRU,FRUIT   ,Flank   ,29,MAR,29/03/2006,Nyayo's  ,unknown  ,Male    ,2006,FLA,EBA,Ebay    ,25/09/2005,25,SEP,2005,1.1,1.1
OBL,OBLONG  ,Offer   ,18,APR,18/04/2006,Omo's    ,unknown  ,Male    ,2006,OFR,LAX,Lax     ,15/10/2005,15,OCT,2005,1.21,1.21
EXX,EXXMAN  ,unknown ,24,APR,24/04/2006,immigrant,unknown  ,Male    ,2006,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
WRY,WRY     ,Wire    ,28,APR,28/04/2006,Weaver's ,unknown  ,Male    ,2006,WIR,VOY,Voyage  ,26/10/2005,26,OCT,2005,2.2,2.2
JAW,JAWS    ,unknown ,29,APR,29/04/2006,immigrant,unknown  ,Male    ,2006,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
CUR,CURIE   ,Locust  ,11,MAY,11/05/2006,Weaver's ,unknown  ,Female  ,2006,LOC,VEI,Veil    ,19/11/2005,19,NOV,2005,2.2,2.2
TOU,TOURE   ,unknown ,28,MAY,28/05/2006,immigrant,Narasha's,Male    ,2006,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
PHL,PHLOX   ,Pebbles ,22,JUN,22/06/2006,Weaver's ,unknown  ,Female  ,2006,PEB,unknown, ------,27/12/2005,27,DEC,2005,2.2,unknown
LYB,LYBBY   ,Laza    ,5,JUL,05/07/2006,Weaver's ,Acacia's ,Female  ,2006,LAZ,VOY,Voyage  ,17/01/2006,17,JAN,2006,2.2,2.2
WAT,WATT    ,Whoopy  ,8,JUL,08/07/2006,Weaver's ,unknown  ,Male    ,2006,WHO,VAP,Vapour  ,08/01/2006,8,JAN,2006,2.2,2.2
DOJ,DOJO    ,Drongo  ,10,JUL,10/07/2006,Nyayo's  ,Hokey's  ,Female  ,2006,DRO,AYU,Ayub    ,31/12/2005,31,DEC,2005,1.1,1.1
NOM,NOMIA   ,Noodle  ,13,JUL,13/07/2006,Laza's   ,Narasha's,Female  ,2006,NOO,TOG,Togo    ,12/01/2006,12,JAN,2006,2.1,2.1
VUG,VUGU    ,Vogue   ,13,JUL,13/07/2006,Viola's  ,Europa's ,Female  ,2006,VOG,GYP,Gypsy   ,26/01/2006,26,JAN,2006,1.22,1.22
CEE,CEEJAY  ,unknown ,13,JUL,13/07/2006,Ositeti  ,unknown  ,Female  ,2006,unknown,unknown, ------,unknown,DD,MMM,YYYY,unknown,unknown
LUA,LUAI    ,Leila   ,29,JUL,29/07/2006,Weaver's ,unknown  ,Female  ,2006,LEI,unknown, ------,31/01/2006,31,JAN,2006,2.2,unknown
MOG,MOGADISHU,unknown ,9,AUG,09/08/2006,immigrant,unknown  ,Male    ,2006,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
OPA,OPAL    ,Ophelia ,12,AUG,12/08/2006,Omo's    ,unknown  ,Female  ,2006,OPH,LOB,Lobo    ,01/02/2006,1,FEB,2006,1.21,1.21
ISO,ISO     ,Onyo    ,10,SEP,10/09/2006,Omo's    ,unknown  ,Male    ,2006,ONY,LOB,Lobo    ,14/03/2006,14,MAR,2006,1.21,1.21
ROX,ROXY    ,Vain    ,15,SEP,15/09/2006,Viola's  ,unknown  ,Female  ,2006,VAI,GAN,Ganja   ,08/04/2006,8,APR,2006,1.22,1.22
MAH,MAHON   ,Mbegu   ,2,OCT,02/10/2006,Laza's   ,unknown  ,Male    ,2006,MBE,TOG,Togo    ,10/04/2006,10,APR,2006,2.1,2.1
U01,UNKNOWN1,unknown ,13,OCT,13/10/2006,immigrant,unknown  ,Male    ,2006,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
ATE,ATETA   ,unknown ,29,OCT,29/10/2006,immigrant,unknown  ,Male    ,2006,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
AUS,AUSTIN  ,unknown ,29,OCT,29/10/2006,immigrant,unknown  ,Male    ,2006,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
GET,GETO    ,Honey   ,30,OCT,30/10/2006,Nyayo's  ,unknown  ,Male    ,2006,HON,ARS,Arsenal ,09/05/2006,9,MAY,2006,1.1,2.1
HOJ,HOJA    ,Humble  ,13,NOV,13/11/2006,Nyayo's  ,Hokey's  ,Female  ,2006,HUM,AYU,Ayub    ,22/05/2006,22,MAY,2006,1.1,1.1
NUN,NUNDU   ,Nap     ,15,NOV,15/11/2006,Laza's   ,Europa's ,Male    ,2006,NAP,TOG,Togo    ,21/05/2006,21,MAY,2006,2.1,2.1
DHA,DHAMIRA ,Dux     ,16,NOV,16/11/2006,Nyayo's  ,unknown  ,Female  ,2006,DUX,ZOR,Zoro    ,13/05/2006,13,MAY,2006,1.1,1.1
EUD,EUDORA  ,Echo    ,18,NOV,18/11/2006,Omo's    ,unknown  ,Female  ,2006,ECH,unknown, ------,28/05/2006,28,MAY,2006,1.21,unknown
GIG,GIGGS   ,unknown ,28,NOV,28/11/2006,immigrant,unknown  ,Male    ,2006,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
FIF,FIFI    ,Face    ,1,DEC,01/12/2006,Nyayo's  ,unknown  ,Female  ,2006,FAC,unknown, ------,07/06/2006,7,JUN,2006,1.1,unknown
LUF,LUFA    ,Lyme    ,1,DEC,01/12/2006,Weaver's ,unknown  ,Female  ,2006,LYM,ELV,Elvis   ,10/06/2006,10,JUN,2006,2.2,2.2
FIN,FINN    ,Fax     ,3,DEC,03/12/2006,Nyayo's  ,unknown  ,Female  ,2006,FAX,JOB,Job     ,01/06/2006,1,JUN,2006,1.1,1.1
TAB,TABITHA ,Lox     ,6,DEC,06/12/2006,Weaver's ,unknown  ,Female  ,2006,LOX,NAW,Nawa    ,15/06/2006,15,JUN,2006,2.2,2.2
SEM,SEMI    ,Snap    ,8,DEC,08/12/2006,Nyayo's  ,unknown  ,Female  ,2006,SNA,ZOR,Zoro    ,14/06/2006,14,JUN,2006,1.1,1.1
LOP,LOPEZ   ,Lollipop,13,DEC,13/12/2006,Laza's   ,Narasha's,Female  ,2006,LOL,KAG,Kagame  ,22/06/2006,22,JUN,2006,2.1,2.1
TEC,TECHNO  ,Vet     ,20,DEC,20/12/2006,Viola's  ,unknown  ,Male    ,2006,VET,unknown, ------,17/06/2006,17,JUN,2006,1.22,unknown
COP,COPPER  ,Cabana  ,20,DEC,20/12/2006,Nyayo's  ,unknown  ,Male    ,2006,CAB,JOB,Job     ,18/06/2006,18,JUN,2006,1.1,1.1
WEZ,WEZA    ,Wiper   ,26,DEC,26/12/2006,Laza's   ,unknown  ,Male    ,2006,WIP,TOG,Togo    ,20/06/2006,20,JUN,2006,2.1,2.1
GRA,GRACE   ,Hokey   ,30,DEC,30/12/2006,Nyayo's  ,Hokey's  ,Female  ,2006,HOK,AYU,Ayub    ,04/07/2006,4,JUL,2006,1.1,1.1
OBO,OBOE    ,Oxygen  ,1,JAN,01/01/2007,Omo's    ,unknown  ,Male    ,2007,OXY,LOB,Lobo    ,23/06/2006,23,JUN,2006,1.21,1.21
CAY,CAYENNE ,Cairo   ,6,JAN,06/01/2007,Nyayo's  ,unknown  ,Female  ,2007,CAI,EBA,Ebay    ,13/07/2006,13,JUL,2006,1.1,1.1
YOI,YOI     ,Yai     ,8,JAN,08/01/2007,Viola's  ,unknown  ,Male    ,2007,YAI,GAN,Ganja   ,16/07/2006,16,JUL,2006,1.22,1.22
APP,APPLE   ,Abby    ,20,JAN,20/01/2007,Omo's    ,Acacia's ,Female  ,2007,ABB,ZIB,Zibet   ,22/07/2006,22,JUL,2006,1.21,1.21
BOO,BOOM    ,Holland ,23,JAN,23/01/2007,Nyayo's  ,unknown  ,Female  ,2007,HOL,AYU,Ayub    ,24/07/2006,24,JUL,2006,1.1,1.1
LYT,LYTIC   ,Lyena   ,25,JAN,25/01/2007,Weaver's ,unknown  ,Male    ,2007,LYE,unknown, ------,02/08/2006,2,AUG,2006,2.2,unknown
WOF,WOFFER  ,Wheatear,6,FEB,06/02/2007,Weaver's ,unknown  ,Male    ,2007,WHE,ELV,Elvis   ,16/08/2006,16,AUG,2006,2.2,2.2
